disasterNumber,damagedCity,damagedStateAbbreviation,damagedZipCode,householdComposition,grossIncome,specialNeeds,ownRent,residenceType,homeOwnersInsurance,floodInsurance,inspected,rpfvl,habitabilityRepairsRequired,destroyed,waterLevel,highWaterLocation,floodDamage,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,sbaEligible,renterDamageLevel,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,primaryResidence,personalPropertyEligible,ppfvl,censusBlockId,id,censusYear
4337,JACKSONVILLE,FL,32220.0,3.0,28000.0,0.0,Owner,Mobile Home,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120310119014004.0,ed6e0017-6dc2-4725-8f47-62178ea91f43,2010.0
4337,JACKSONVILLE,FL,32218.0,1.0,43000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120310102011005.0,c4bd5cf2-f38a-4b18-a4c4-fef0d81ec1c2,2010.0
4337,BONITA SPRINGS,FL,34135.0,1.0,26000.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,5660.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1912.0,1.0,5660.0,0.0,,0.0,,,,,,1.0,0.0,0.0,120710503084005.0,ce796683-abf3-4200-95b7-957d0868579d,2010.0
4339,MAYAGUEZ,PR,680.0,1.0,,0.0,Owner,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,720970816023016.0,23ff83b8-a025-4a0e-a9d9-52081d4cdea0,2010.0
4586,TEXARKANA,TX,75501.0,2.0,20000.0,0.0,Renter,Mobile Home,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1652.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,1071.24,480370111011028.0,59c34403-54bd-42bc-884c-87b41ec1855d,2020.0
4339,GUANICA,PR,653.0,1.0,6696.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720559611001019.0,1f4b26a9-e706-4f7d-92d4-cb71ab0ee264,2010.0
4611,NEW ORLEANS,LA,70122.0,5.0,,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,1.0,3183.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,1832.43,220710025011005.0,fd614f75-ee52-45ad-8985-b6f45c9177c5,2020.0
4332,LOLITA,TX,77971.0,4.0,12000.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482399501004086.0,606fdbb7-db66-45a1-a19e-8f84dc66a242,2010.0
4332,HOUSTON,TX,77015.0,4.0,30000.0,0.0,Renter,House/Duplex,1.0,0.0,1.0,,0.0,0.0,8.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,1.0,420.28,482012333003043.0,38c1d694-819f-48ce-ab60-fc66c8736389,2010.0
4337,MARGATE,FL,33063.0,1.0,9000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120110201011016.0,9bcc0312-7b65-4367-b53e-deaec0b32363,2010.0
4337,KISSIMMEE,FL,34743.0,3.0,20640.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120970427021006.0,525a54a2-7116-4a5f-9abe-97cd51a6f920,2010.0
4337,LONGWOOD,FL,32779.0,3.0,120000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121170216123008.0,31547d45-9182-4c7b-b1de-edf5e2113c85,2010.0
4337,ORLANDO,FL,32808.0,3.0,35000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120950124021027.0,03706131-f8f0-4d70-9e25-0b6d293a4a41,2010.0
4339,VILLALBA,PR,766.0,3.0,5724.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,40.1,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,721497203004014.0,b7e802f9-f334-4e90-86bd-1595eaf8e635,2010.0
4339,GUAYANILLA,PR,656.0,1.0,1608.0,0.0,Owner,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,720597402003034.0,cb0f7e4b-7f8e-4cf4-9fc3-73fe84128c11,2010.0
4611,NEW ORLEANS,LA,70122.0,1.0,20220.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220710033021023.0,d0c8110a-4b24-42d0-ba30-0c5da079ada2,2020.0
4332,CORPUS CHRISTI,TX,78405.0,1.0,14500.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,483550009004002.0,a660f9fc-0a2c-4ecf-b37a-bbda6349249a,2010.0
4337,LONGWOOD,FL,32750.0,1.0,14000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121170215051002.0,6cce0579-80da-40e0-abcc-e6b7ce6c0ccf,2010.0
4337,MIAMI,FL,33157.0,2.0,39516.0,0.0,Owner,Condo,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860102071025.0,ed47be07-4bf7-4594-9d0d-0f90eeb1cc02,2010.0
4337,ORLANDO,FL,32818.0,2.0,77000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,1665.0,0.0,0.0,1.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120950149061030.0,53ce69a1-3be8-4ff6-b412-018a804b1659,2010.0
4332,ARANSAS PASS,TX,78336.0,1.0,17000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,484090102011010.0,79121510-60f8-4f4f-96fc-5c2bd7642b90,2010.0
4332,HOUSTON,TX,77078.0,5.0,1600.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,79.0,,1.0,0.0,,0.0,,1.0,1.0,1.0,3380.0,0.0,,0.0,,0.0,Renter-Major Damage(Renter No Cost),,,,,1.0,1.0,9779.61,482012311003005.0,9782d840-339a-422b-b04f-3eaf4d1092c8,2010.0
4337,KEY WEST,FL,33040.0,2.0,,0.0,Renter,Mobile Home,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120879717003029.0,9799f9c1-38a6-45cc-8878-875fc9b399d5,2010.0
4337,WELLBORN,FL,32094.0,5.0,43165.0,0.0,Renter,Mobile Home,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121219705001014.0,80a73548-2fef-40da-b4bd-d63afa5e08d4,2010.0
4337,KEY WEST,FL,33040.0,1.0,25000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,1682.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120879720001025.0,f461f848-38b7-4a09-877b-e32ad59db62a,2010.0
4339,DORADO,PR,646.0,1.0,17000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,553.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,720515405003006.0,73a55ffc-e357-4c70-940b-dea2acd4429c,2010.0
4339,TOA BAJA,PR,949.0,1.0,,0.0,Owner,Other,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721371217024001.0,43d9b687-cb16-4e7f-9df7-6aa6127a1a33,2010.0
4337,TAMPA,FL,33613.0,1.0,61000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,499.5,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120570112042000.0,263a5160-fd07-43e0-8da4-029c69ca9a1e,2010.0
4337,KISSIMMEE,FL,34743.0,2.0,12000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120970427021050.0,34b68576-2aae-4146-9b2e-0b4ea6e38140,2010.0
4337,RIVIERA BEACH,FL,33404.0,1.0,55000.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,120990015004015.0,5e370371-debf-482e-8731-323f04314a29,2010.0
4337,TAMPA,FL,33605.0,2.0,40000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120570038002081.0,5f1a07ae-1644-4dbe-9f49-f9a0591448f7,2010.0
4339,ANASCO,PR,610.0,3.0,20928.0,0.0,Owner,House/Duplex,1.0,1.0,1.0,1754.0,1.0,0.0,33.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,748.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,2242.69,720118105002001.0,62be2751-397f-43a3-a797-e174c5e3d05a,2010.0
4586,HOUSTON,TX,77016.0,5.0,28000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482012307002000.0,5059092a-3704-4c72-b541-b20047c0fabe,2020.0
4332,HOUSTON,TX,77089.0,1.0,27000.0,0.0,Renter,Apartment,0.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,1.0,1952.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482013504003009.0,e1d40765-f4c7-4adb-8cbe-e8c8edc88a90,2010.0
4332,HOUSTON,TX,77002.0,1.0,1200.0,0.0,Renter,Other,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482012101001033.0,8e2dbbd5-432e-4ccf-9611-eec2e556b028,2010.0
4337,DAYTONA BEACH,FL,32114.0,3.0,19000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121270822013013.0,23bbf9f9-662c-46ed-b80c-2ce43e62776c,2010.0
4337,JACKSONVILLE,FL,32209.0,2.0,,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120310015002023.0,34fab57b-3172-4646-9395-e44a11530cc8,2010.0
4337,DEERFIELD BEACH,FL,33441.0,3.0,10800.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1307.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110103041005.0,da69c718-ea2e-41ab-b82d-865cde17350f,2010.0
4339,SAN JUAN,PR,923.0,1.0,140000.0,0.0,Owner,Condo,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721270091112000.0,bcbff205-7079-4036-8c94-216fefc51295,2010.0
4337,PEMBROKE PINES,FL,33029.0,6.0,190000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120111103023004.0,4c8b3f84-dfb3-4fea-8e8c-462db9cb61e7,2010.0
4337,LEESBURG,FL,34748.0,1.0,7400.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,1002.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120690305024088.0,19dab11e-79ce-4986-a8c1-4dd7c7ad8947,2010.0
4337,SEBRING,FL,33876.0,5.0,48000.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120559610003051.0,f5368f3d-e5eb-4dbf-ab8a-f50a2aa0eabc,2010.0
4337,NOKOMIS,FL,34275.0,1.0,30000.0,0.0,Renter,Other,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121150027133103.0,34d35288-1de4-46bc-be06-d3137c02f159,2010.0
4339,CANOVANAS,PR,729.0,3.0,10800.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,2127.16,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720291005023004.0,a178d939-a2ff-4836-a5ae-44843cc231d7,2010.0
4611,GRETNA,LA,70053.0,2.0,20000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220510258002021.0,66ddd935-48f1-4dd0-be94-4c16794034fd,2020.0
4332,KINGWOOD,TX,77345.0,2.0,120000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482012515011036.0,65d80e0c-c517-4801-a236-879985c1ca58,2010.0
4332,HOUSTON,TX,77078.0,1.0,55000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482012311001013.0,f398996d-a04c-4959-a7df-2afcf196b9e3,2010.0
4337,MIAMI,FL,33175.0,2.0,19196.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860154002008.0,101b7dcd-4c8a-4978-9089-11c2656ea2e7,2010.0
4339,SAN JUAN,PR,926.0,4.0,31344.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,224.95,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,1.0,,,,,,1.0,0.0,0.0,721270100012006.0,25a89950-5c67-47af-afb8-da9853a08ee2,2010.0
4337,MIAMI BEACH,FL,33141.0,4.0,74000.0,0.0,Owner,Condo,1.0,0.0,1.0,499.5,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860039132006.0,d10ce35b-a767-472d-95c5-e72452889c3f,2010.0
4337,NORTH BAY VILLAGE,FL,33141.0,2.0,44355.0,0.0,Renter,Apartment,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860039173001.0,556f46af-1a9c-437b-bc2b-4f2ed2489cda,2010.0
4337,HOMESTEAD,FL,33033.0,4.0,10348.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,1000.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860110052023.0,4f241e26-406f-48ea-8740-2ae55cf3dfdb,2010.0
4337,PINELLAS PARK,FL,33781.0,1.0,16000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121030250143001.0,587e59d3-301b-486e-b5e5-c8500267de92,2010.0
4337,MIAMI,FL,33142.0,1.0,,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860017033039.0,220418b8-1ef8-4a7c-97a4-582e27c82fda,2010.0
4337,BRADENTON,FL,34203.0,5.0,18000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120810008033013.0,aed0e051-f9ac-422f-bd88-e7cfc38817d5,2010.0
4339,VEGA BAJA,PR,693.0,3.0,18000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721455607022007.0,ad06908d-e150-4080-913e-eaaedb3a78b5,2010.0
4339,PENUELAS,PR,624.0,2.0,15480.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,721117302001104.0,ad5d4002-4a92-4adc-bc8c-bd79f62359b7,2010.0
4559,SULPHUR,LA,70663.0,1.0,6000.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,220190027013005.0,924f2db9-b8e2-4a72-8f95-ea21e3c47f51,2020.0
4559,SULPHUR,LA,70663.0,1.0,14520.0,1.0,Owner,Mobile Home,0.0,0.0,1.0,3113.82,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1326.0,1.0,3113.82,0.0,,0.0,,,,,,1.0,1.0,269.99,220190027013005.0,6bd22b72-e2e9-4b88-aec5-98a76a26c7af,2020.0
4586,DALLAS,TX,75203.0,3.0,26370.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,481130020021016.0,695fb177-0ce6-4d08-bccd-6dd531231cbf,2020.0
4611,LAROSE,LA,70373.0,2.0,42956.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220570215002007.0,f8869d24-327e-4dc3-91c6-d248d3266f42,2020.0
4337,MIAMI,FL,33179.0,1.0,40000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860098031013.0,1bf181e1-dfde-4ffc-b441-ff0eba58d28b,2010.0
4337,NEW PORT RICHEY,FL,34655.0,1.0,45000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,5.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,2090.0,0.0,,0.0,,1.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,1927.8,121010315051002.0,56028f9c-c258-4962-ba88-c35a6aefdefb,2010.0
4337,MULBERRY,FL,33860.0,1.0,65000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121050149012016.0,4d6b751d-9907-49fe-b915-696860c1d0a7,2010.0
4399,PANAMA CITY,FL,32404.0,4.0,,0.0,Renter,Apartment,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,1.0,2022.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,3502.17,120050009003017.0,3fb3adb6-933a-4439-9a38-d18292ece347,2010.0
4332,KEMAH,TX,77565.0,2.0,76710.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,481677212011017.0,9ac80947-5ae2-431a-a1b2-0c5c80ffd59a,2010.0
4337,MIAMI,FL,33142.0,1.0,9000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860024021008.0,d271d18f-2857-46ce-9fc8-4c227296b14b,2010.0
4337,HALLANDALE,FL,33009.0,1.0,19000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120111004002029.0,80856e04-6e81-4196-a829-37cc353c705d,2010.0
4337,PORT ST. LUCIE,FL,34953.0,4.0,52000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121113821101048.0,8dcfbb77-f5dd-46bf-82c5-a44332f51a5b,2010.0
4337,CORAL SPRINGS,FL,33065.0,2.0,20000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110203021000.0,b0cb9c63-5d4a-4707-b503-da565211e623,2010.0
4337,NORTH LAUDERDALE,FL,33068.0,4.0,80000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120110204042001.0,b3f7f2e2-647d-4cd2-9190-b55f7854508f,2010.0
4337,LAUDERDALE LAKES,FL,33311.0,5.0,28000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110503072000.0,3660de61-2221-461b-aac9-76811bb544cf,2010.0
4339,SAN JUAN,PR,926.0,5.0,1620.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,,8449fd8c-eab3-4ab8-8af3-8b8b7e3e7625,
4337,WESTON,FL,33331.0,3.0,25000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1307.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110703131004.0,299fa32d-cf35-468e-87a2-db303e5147c9,2010.0
4337,OKEECHOBEE,FL,34972.0,4.0,26000.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,499.5,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120939102013016.0,7d52ac83-6372-4b08-bb8a-5659b23deb47,2010.0
4339,VEGA BAJA,PR,693.0,4.0,0.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,1267.2,1.0,0.0,0.0,,0.0,0.0,,1.0,1267.2,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,926.18,721455603003011.0,72aff88d-a0b8-4d8d-b02a-fd2437c1da8c,2010.0
4332,ARANSAS PASS,TX,78336.0,3.0,48000.0,0.0,Renter,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,484090102022031.0,1a230134-4d7d-484b-8adc-a0014bcd90ec,2010.0
4337,DAYTONA BEACH,FL,32114.0,1.0,36000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121270823011009.0,909046bb-6479-49c1-8c15-6a4c321f58ba,2010.0
4337,FORT MYERS,FL,33908.0,1.0,12600.0,0.0,Owner,Condo,0.0,0.0,1.0,10000.0,1.0,0.0,4.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,23160.0,1.0,10000.0,0.0,,0.0,,,,,,1.0,1.0,1927.8,120710501063000.0,ef646e16-9b6c-4792-8c90-d5b8b9770fce,2010.0
4337,MIAMI LAKES,FL,33014.0,3.0,57900.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860093121001.0,6cdfe38e-fb9c-41af-be88-0e157e291a37,2010.0
4337,DELTONA,FL,32738.0,2.0,15000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121270910193000.0,ec35d0db-f32e-4cf1-b3a7-1f50f910aae1,2010.0
4339,HUMACAO,PR,791.0,2.0,1088.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,95.21,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,39.78,720691805001024.0,4c9dbfd3-fe55-4811-9c8e-7d7f00c62b5a,2010.0
4611,SLIDELL,LA,70461.0,6.0,14000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1.0,262.26,221030407091020.0,616eac68-56e5-4e30-bb6d-b26361848b54,2020.0
